country_or_area,year,value,category
Hungary,1990,8664.9194671011,n2o
Iceland,2014,467.976035747765,n2o
Iceland,2013,425.576789916525,n2o
Iceland,2012,441.154129484311,n2o
Iceland,2011,432.110601768568,n2o
Iceland,2010,437.998561647196,n2o
Iceland,2009,453.296797496436,n2o
Iceland,2008,487.122854699782,n2o
Iceland,2007,478.46482462183,n2o
Iceland,2006,460.133441995219,n2o
Iceland,2005,435.307809254708,n2o
Iceland,2004,429.977569946523,n2o
Iceland,2003,433.032514022133,n2o
Iceland,2002,441.377625114495,n2o
Iceland,2001,472.97384561243,n2o
Iceland,2000,480.54342543483,n2o
Iceland,1999,505.193155169216,n2o
Iceland,1998,486.896684411113,n2o
Iceland,1997,485.04328312507,n2o
Iceland,1996,488.423585792905,n2o
Iceland,1995,468.52531666652,n2o
Iceland,1994,480.448203891548,n2o
Iceland,1993,474.664588477398,n2o
Iceland,1992,462.248631548003,n2o
Iceland,1991,492.025762962568,n2o
Iceland,1990,510.039969148917,n2o
Ireland,2014,6985.06039741333,n2o
Ireland,2013,7084.87206028167,n2o
Ireland,2012,6703.76811913983,n2o
Ireland,2011,6624.15270059031,n2o
Ireland,2010,7032.34683051764,n2o
Ireland,2009,6881.95880780481,n2o
Ireland,2008,6954.76947511412,n2o
Ireland,2007,6964.07174052634,n2o
Ireland,2006,7137.89562590752,n2o
Ireland,2005,7367.66884644618,n2o
Ireland,2004,7563.72479187619,n2o
Ireland,2003,7679.19656832689,n2o
Ireland,2002,7827.9333327164,n2o
Ireland,2001,8189.97350111337,n2o
Ireland,2000,8640.46632479878,n2o
Ireland,1999,8958.56605039318,n2o
Ireland,1998,9208.76962573064,n2o
Ireland,1997,8822.89550659361,n2o
Ireland,1996,8807.86555931371,n2o
Ireland,1995,8658.24489119118,n2o
Ireland,1994,8429.60337041473,n2o
Ireland,1993,8227.9826710924,n2o
Ireland,1992,8226.88792534021,n2o
Ireland,1991,8206.15403132436,n2o
Ireland,1990,8402.25146514317,n2o
Italy,2014,18584.7288524751,n2o
Italy,2013,19099.7322021243,n2o
Italy,2012,20045.1331829963,n2o
Italy,2011,19522.5416761065,n2o
Italy,2010,19945.7829086983,n2o
Italy,2009,20780.9457037698,n2o
Italy,2008,21862.6586594612,n2o
Italy,2007,23342.0937596864,n2o
Italy,2006,23780.740671803,n2o
Italy,2005,28650.3201316075,n2o
Italy,2004,29818.9429842785,n2o
Italy,2003,29067.955280636,n2o
Italy,2002,29313.7269451885,n2o
Italy,2001,30007.7263129228,n2o
Italy,2000,29716.6050112189,n2o
Italy,1999,30573.2755087135,n2o
Italy,1998,29975.391004565,n2o
Italy,1997,29840.0532436916,n2o
Italy,1996,28823.5939746128,n2o
Italy,1995,28789.0872535738,n2o
Italy,1994,27744.0589143276,n2o
Italy,1993,28357.6723363782,n2o
Italy,1992,27839.6545796609,n2o
Italy,1991,28332.3126819202,n2o
Italy,1990,27427.1150136846,n2o
Japan,2014,20848.3298842674,n2o
Japan,2013,21477.9038161769,n2o
Japan,2012,21425.9666079099,n2o
Japan,2011,21835.785656861,n2o
Japan,2010,22312.3155677288,n2o
Japan,2009,22630.1353194331,n2o
Japan,2008,23095.1181033868,n2o
Japan,2007,23977.1748948328,n2o
Japan,2006,24541.2735204516,n2o
Japan,2005,24516.8073100251,n2o
Japan,2004,24895.5761326628,n2o
Japan,2003,24862.2660643819,n2o
Japan,2002,25017.4126699641,n2o
Japan,2001,25481.0264578169,n2o
Japan,2000,28999.2067585032,n2o
Japan,1999,26427.5255572824,n2o
Japan,1998,32509.1356173477,n2o
Japan,1997,34066.5958614205,n2o
Japan,1996,33269.5652471293,n2o
Japan,1995,32150.303481633,n2o
Japan,1994,31848.6794560012,n2o
Japan,1993,30541.5917698658,n2o
Japan,1992,30649.1017879241,n2o
Japan,1991,30511.3768656314,n2o
Japan,1990,30812.4058184121,n2o
Latvia,2014,1911.51868113882,n2o
Latvia,2013,1859.45169122631,n2o
Latvia,2012,1823.60766454439,n2o
Latvia,2011,1726.2775176392,n2o
Latvia,2010,1711.99060011522,n2o
Latvia,2009,1670.70989776254,n2o
Latvia,2008,1641.93927418618,n2o
Latvia,2007,1653.06909906558,n2o
Latvia,2006,1597.0427033129,n2o
Latvia,2005,1587.19163101863,n2o
Latvia,2004,1523.54603555707,n2o
Latvia,2003,1532.55808860135,n2o
Latvia,2002,1478.85083855763,n2o
Latvia,2001,1517.20687203825,n2o
Latvia,2000,1420.33019050757,n2o
Latvia,1999,1396.00174374754,n2o
Latvia,1998,1465.2535283451,n2o
Latvia,1997,1507.68854012155,n2o
Latvia,1996,1497.20877907923,n2o
Latvia,1995,1476.64453234033,n2o
Latvia,1994,1623.45224040938,n2o
Latvia,1993,1784.12317840985,n2o
Latvia,1992,2211.11421616148,n2o
Latvia,1991,2733.79047753294,n2o
Latvia,1990,2888.4187499266,n2o
Lithuania,2014,3124.49173783258,n2o
Lithuania,2013,3031.22069484703,n2o
Lithuania,2012,3261.86765708307,n2o
Lithuania,2011,3515.82369314823,n2o
Lithuania,2010,3198.21752159965,n2o
Lithuania,2009,3281.23929862331,n2o
Lithuania,2008,5421.12248963546,n2o
Lithuania,2007,5742.41827130086,n2o
Lithuania,2006,5008.20286482918,n2o
Lithuania,2005,5069.49334461018,n2o
Lithuania,2004,4818.30211223451,n2o
Lithuania,2003,4620.94173592212,n2o
Lithuania,2002,4455.33481030971,n2o
Lithuania,2001,4209.78397242922,n2o
Lithuania,2000,4015.79074170298,n2o
Lithuania,1999,3819.75891455678,n2o
Lithuania,1998,3818.61264750151,n2o
Lithuania,1997,3541.31123602261,n2o
Lithuania,1996,3426.2922104685,n2o
Lithuania,1995,2975.29479169396,n2o
Lithuania,1994,2936.65837029095,n2o
Lithuania,1993,3230.83540643641,n2o
Lithuania,1992,3698.14887089031,n2o
Lithuania,1991,5644.46714535688,n2o
Lithuania,1990,5370.7328500769,n2o
Luxembourg,2014,296.011003249245,n2o
Luxembourg,2013,269.43618207575,n2o
Luxembourg,2012,265.074028888637,n2o
Luxembourg,2011,277.860213484339,n2o
Luxembourg,2010,270.342568087369,n2o
Luxembourg,2009,265.181812832346,n2o
Luxembourg,2008,267.234508701033,n2o
Luxembourg,2007,265.596040937961,n2o
Luxembourg,2006,267.763841086298,n2o
Luxembourg,2005,274.122055884668,n2o
Luxembourg,2004,292.258192231611,n2o
Luxembourg,2003,273.070286492627,n2o
Luxembourg,2002,278.037182537339,n2o
Luxembourg,2001,274.37769800511,n2o
Luxembourg,2000,287.954799648072,n2o
Luxembourg,1999,287.482157140005,n2o
Luxembourg,1998,290.332029253033,n2o
Luxembourg,1997,286.931918902091,n2o
Luxembourg,1996,286.547775839817,n2o
Luxembourg,1995,285.39082112669,n2o
Luxembourg,1994,283.134021961962,n2o
Luxembourg,1993,285.206983296675,n2o
Luxembourg,1992,291.198837987111,n2o
Luxembourg,1991,301.408489735,n2o
Luxembourg,1990,288.770394487681,n2o
Netherlands,2014,7815.38236187074,n2o
Netherlands,2013,7684.82303825765,n2o
Netherlands,2012,7672.69160566458,n2o
Netherlands,2011,7855.24805918649,n2o
Netherlands,2010,8049.91507197078,n2o
Netherlands,2009,8349.9549378197,n2o
Netherlands,2008,8558.09830231033,n2o
Netherlands,2007,12339.8672323027,n2o
Netherlands,2006,13985.149325462,n2o
Netherlands,2005,14078.9068139764,n2o
Netherlands,2004,14171.0645203012,n2o
Netherlands,2003,13732.0407567732,n2o
Netherlands,2002,13849.9441099384,n2o
Netherlands,2001,14662.0039733458,n2o
Netherlands,2000,15638.7401610969,n2o
Netherlands,1999,16173.3643974875,n2o
Netherlands,1998,16848.7846462731,n2o
Netherlands,1997,17427.5466180966,n2o
Netherlands,1996,17701.233947839,n2o
Netherlands,1995,17667.7629373555,n2o
Netherlands,1994,17794.0890617889,n2o
Netherlands,1993,18310.8013829881,n2o
Netherlands,1992,18043.076403011,n2o
Netherlands,1991,17814.3101355604,n2o
Netherlands,1990,17636.5109993368,n2o
New Zealand,2014,9065.96488457113,n2o
New Zealand,2013,9003.28729897108,n2o
New Zealand,2012,9007.08511320006,n2o
New Zealand,2011,8808.47652328659,n2o
New Zealand,2010,8638.06714757371,n2o
New Zealand,2009,8498.47983808188,n2o
New Zealand,2008,8562.96327758457,n2o
New Zealand,2007,8735.59005370899,n2o
New Zealand,2006,9150.64047721487,n2o
New Zealand,2005,9221.80129766319,n2o
New Zealand,2004,9116.33612246547,n2o
New Zealand,2003,9074.80536352527,n2o
New Zealand,2002,8852.69769975615,n2o
New Zealand,2001,8651.6967746452,n2o
New Zealand,2000,8429.2163392427,n2o
New Zealand,1999,8071.72726637944,n2o
New Zealand,1998,8032.43338060887,n2o
New Zealand,1997,8202.51468567649,n2o
New Zealand,1996,8041.91720217759,n2o
New Zealand,1995,7961.71323528806,n2o
New Zealand,1994,7768.4564544589,n2o
New Zealand,1993,7495.32910664526,n2o
New Zealand,1992,7336.13881214683,n2o
New Zealand,1991,7388.32723487971,n2o
New Zealand,1990,7326.58834952041,n2o
Norway,2014,2530.79307976937,n2o
Norway,2013,2537.98859746485,n2o
Norway,2012,2574.89762243645,n2o
Norway,2011,2557.33479104071,n2o
Norway,2010,2567.69234912913,n2o
Norway,2009,2650.25392278059,n2o
Norway,2008,3221.34777760348,n2o
Norway,2007,3666.86553938301,n2o
Norway,2006,3830.66788058937,n2o
Norway,2005,4161.72306052617,n2o
Norway,2004,4093.13028670936,n2o
Norway,2003,3955.04642490128,n2o
Norway,2002,4094.81605934683,n2o
Norway,2001,3856.44295079183,n2o
Norway,2000,3928.86426278429,n2o
Norway,1999,4133.38724194164,n2o
Norway,1998,3905.74516569602,n2o
Norway,1997,3820.34678663926,n2o
Norway,1996,3829.40103564342,n2o
Norway,1995,3812.83475899116,n2o
Norway,1994,3782.43502763893,n2o
Norway,1993,3709.22978640157,n2o
Norway,1992,3505.71263797904,n2o
Norway,1991,4043.87719358935,n2o
Norway,1990,4200.88799506625,n2o
Poland,2014,19746.4241281078,n2o
Poland,2013,20140.1894467855,n2o
Poland,2012,20019.9495803623,n2o
Poland,2011,19924.8402870562,n2o
Poland,2010,19571.1946083641,n2o
Poland,2009,19874.6441054399,n2o
Poland,2008,23001.0091549207,n2o
Poland,2007,23550.4552959159,n2o
Poland,2006,22746.1698317613,n2o
Poland,2005,22228.4734121288,n2o
Poland,2004,22060.3628108664,n2o
Poland,2003,21543.1577893007,n2o
Poland,2002,21318.7063987095,n2o
Poland,2001,22430.6792882544,n2o
Poland,2000,22271.8338908563,n2o
Poland,1999,21901.5840128999,n2o
Poland,1998,22618.2561376705,n2o
Poland,1997,22871.9241656837,n2o
Poland,1996,22977.6748655972,n2o
Poland,1995,22833.3090979169,n2o
Poland,1994,21854.741084692,n2o
Poland,1993,21979.8360828494,n2o
Poland,1992,20994.4604290014,n2o
Poland,1991,22544.706831355,n2o
Poland,1990,27007.524867479,n2o
Portugal,2014,3409.62400934855,n2o
Portugal,2013,3340.18692695386,n2o
Portugal,2012,3288.15029272676,n2o
Portugal,2011,3289.28022658172,n2o
Portugal,2010,3557.74785534388,n2o
Portugal,2009,3554.79082697767,n2o
Portugal,2008,3889.9242280114,n2o
Portugal,2007,4015.59465743918,n2o
Portugal,2006,3832.74846782682,n2o
Portugal,2005,3971.17440303175,n2o
Portugal,2004,4117.79191596473,n2o
Portugal,2003,3950.55419014144,n2o
Portugal,2002,4301.61007299425,n2o
Portugal,2001,4247.50361496866,n2o
Portugal,2000,4409.52691041788,n2o
Portugal,1999,4436.60817501299,n2o
Portugal,1998,4354.33440942864,n2o
Portugal,1997,4383.9684049824,n2o
Portugal,1996,4382.93829367037,n2o
Portugal,1995,4155.40685689607,n2o
Portugal,1994,3966.30261279031,n2o
Portugal,1993,3921.57470054113,n2o
Portugal,1992,3941.08489815327,n2o
Portugal,1991,3964.80879849084,n2o
Portugal,1990,3989.64751345284,n2o
Romania,2014,7033.44187377962,n2o
Romania,2013,7296.70629926774,n2o
Romania,2012,7138.0604970156,n2o
Romania,2011,7844.4840008974,n2o
Romania,2010,7526.23486910661,n2o
Romania,2009,7310.85975392882,n2o
Romania,2008,7977.25333142211,n2o
Romania,2007,9186.64981314088,n2o
Romania,2006,9202.29729004353,n2o
Romania,2005,10333.0575152435,n2o
Romania,2004,10507.3426599539,n2o
Romania,2003,9227.78096748403,n2o
Romania,2002,8538.49930900853,n2o
Romania,2001,9237.23183051083,n2o
Romania,2000,9343.81071400135,n2o
Romania,1999,8879.86478887155,n2o
Romania,1998,9339.91235496597,n2o
Romania,1997,10529.2053253052,n2o
Romania,1996,10916.3428436608,n2o
Romania,1995,11359.7482166044,n2o
Romania,1994,10704.2644609703,n2o
Romania,1993,11438.4210210271,n2o
Romania,1992,10757.2248670157,n2o
Romania,1991,11034.7365410325,n2o
Romania,1990,15496.6567854678,n2o
Russia,2014,90157.2301603383,n2o
Russia,2013,89940.2264159072,n2o
Russia,2012,94665.8340233052,n2o
Russia,2011,90299.5012365659,n2o
Russia,2010,94899.4081306796,n2o
Russia,2009,89567.1533433811,n2o
Russia,2008,88292.291111172,n2o
Russia,2007,90272.1744880892,n2o
Russia,2006,90062.7308603463,n2o
Russia,2005,89955.4194623921,n2o
Russia,2004,92492.5413015098,n2o
Russia,2003,93531.8409541245,n2o
Russia,2002,94511.3920356638,n2o
Russia,2001,94903.7659042362,n2o
Russia,2000,98853.7534472518,n2o
Russia,1999,100582.618903202,n2o
Russia,1998,106113.074634081,n2o
Russia,1997,101973.721975766,n2o
Russia,1996,109396.237302039,n2o
Russia,1995,115186.706382254,n2o
Russia,1994,116051.660024745,n2o
Russia,1993,129170.885233433,n2o
Russia,1992,151404.310476502,n2o
Russia,1991,175740.256148132,n2o
Russia,1990,183239.558098725,n2o
Slovakia,2014,2335.55044444234,n2o
Slovakia,2013,2274.1499941858,n2o
Slovakia,2012,2322.23783071163,n2o
Slovakia,2011,2371.88871523254,n2o
Slovakia,2010,2815.09250730482,n2o
Slovakia,2009,2973.50922684502,n2o
Slovakia,2008,3284.418364156,n2o
Slovakia,2007,3413.50348514705,n2o
Slovakia,2006,3515.89052371799,n2o
Slovakia,2005,3240.76655488675,n2o
Slovakia,2004,3306.26660395665,n2o
Slovakia,2003,3170.98633400458,n2o
Slovakia,2002,3135.48858194719,n2o
Slovakia,2001,3159.28067201745,n2o
Slovakia,2000,3022.04612936188,n2o
Slovakia,1999,2770.59394396515,n2o
Slovakia,1998,3184.01772105759,n2o
Slovakia,1997,3523.19657006017,n2o
Slovakia,1996,3603.42403169771,n2o
Slovakia,1995,3439.83507734675,n2o
Slovakia,1994,3255.22420980715,n2o
Slovakia,1993,2886.05389372195,n2o
Slovakia,1992,3382.9976726304,n2o
Slovakia,1991,3999.47283837756,n2o
Slovakia,1990,4997.73829414391,n2o
Slovenia,2014,758.844818434183,n2o
Slovenia,2013,751.64129298851,n2o
Slovenia,2012,781.002250751342,n2o
Slovenia,2011,779.046564477068,n2o
Slovenia,2010,775.916109253385,n2o
Slovenia,2009,789.16356484879,n2o
Slovenia,2008,793.097752782136,n2o
Slovenia,2007,839.3093553947,n2o
Slovenia,2006,836.957234984499,n2o
Slovenia,2005,830.555036138188,n2o
Slovenia,2004,821.698667128823,n2o
Slovenia,2003,853.009458197472,n2o
Slovenia,2002,887.577090324771,n2o
Slovenia,2001,996.858467963867,n2o
Slovenia,2000,1012.1450976409,n2o
Slovenia,1999,985.867185605085,n2o
Slovenia,1998,990.858340931983,n2o
Slovenia,1997,1004.70619107469,n2o
Slovenia,1996,981.350714578134,n2o
Slovenia,1995,928.479438798268,n2o
Slovenia,1994,866.213251925464,n2o
Slovenia,1993,808.921812163705,n2o
Slovenia,1992,832.943765967181,n2o
Slovenia,1991,780.830850060121,n2o
Slovenia,1990,839.364407323638,n2o
Spain,2014,16499.6285401933,n2o
Spain,2013,15629.72716943,n2o
Spain,2012,15039.6140337311,n2o
Spain,2011,15482.3337034241,n2o
Spain,2010,16311.8322205672,n2o
Spain,2009,15794.3236791019,n2o
Spain,2008,15970.8819996413,n2o
Spain,2007,17598.5315520104,n2o
Spain,2006,17328.9520947868,n2o
Spain,2005,17128.6911884712,n2o
Spain,2004,17983.46825657,n2o
Spain,2003,18787.9206518089,n2o
Spain,2002,17941.1763345123,n2o
Spain,2001,18524.9470457608,n2o
Spain,2000,19684.7301955742,n2o
Spain,1999,18949.3246536722,n2o
Spain,1998,18135.4065118171,n2o
Spain,1997,17415.7679452607,n2o
Spain,1996,17900.4233426578,n2o
Spain,1995,16057.0766978868,n2o
Spain,1994,16044.9607927066,n2o
Spain,1993,14526.190160577,n2o
Spain,1992,15529.6591967842,n2o
Spain,1991,16218.4635960317,n2o
Spain,1990,16602.6573419206,n2o
Sweden,2014,4884.1295459176,n2o
Sweden,2013,4831.67652917797,n2o
Sweden,2012,4640.92749206534,n2o
Sweden,2011,5106.57964341753,n2o
Sweden,2010,5053.50648604708,n2o
Sweden,2009,4890.33565819225,n2o
Sweden,2008,5042.7696788896,n2o
Sweden,2007,4893.0005505437,n2o
Sweden,2006,5457.39675984009,n2o
Sweden,2005,5222.35492167454,n2o
Sweden,2004,5178.17695601949,n2o
Sweden,2003,5526.46921149031,n2o
Sweden,2002,5459.52220245142,n2o
Sweden,2001,5301.23271290333,n2o
Sweden,2000,5918.66535953585,n2o
Sweden,1999,5909.74894225485,n2o
Sweden,1998,5897.17858065595,n2o
Sweden,1997,6006.20029664723,n2o
Sweden,1996,5793.82868347548,n2o
Sweden,1995,6148.12507237434,n2o
Sweden,1994,5813.49970349013,n2o
Sweden,1993,5830.18631295827,n2o
Sweden,1992,5557.16625731658,n2o
Sweden,1991,5746.49325217361,n2o
Sweden,1990,5840.75421505545,n2o
Switzerland,2014,2452.84949184313,n2o
Switzerland,2013,2425.57288218188,n2o
Switzerland,2012,2461.36323964767,n2o
Switzerland,2011,2473.19852272528,n2o
Switzerland,2010,2524.07745003776,n2o
Switzerland,2009,2474.37345859442,n2o
Switzerland,2008,2508.84417902805,n2o
Switzerland,2007,2483.6738042647,n2o
Switzerland,2006,2457.9546072964,n2o
Switzerland,2005,2458.51478417272,n2o
Switzerland,2004,2466.2467937676,n2o
Switzerland,2003,2507.09738954901,n2o
Switzerland,2002,2554.43047748213,n2o
Switzerland,2001,2577.45479468524,n2o
Switzerland,2000,2561.19625361253,n2o
Switzerland,1999,2564.81485271727,n2o
Switzerland,1998,2600.53893055229,n2o
Switzerland,1997,2604.87939456496,n2o
Switzerland,1996,2699.74085840686,n2o
Switzerland,1995,2703.57463993662,n2o
Switzerland,1994,2718.07910331753,n2o
Switzerland,1993,2748.11853051467,n2o
Switzerland,1992,2814.4517963358,n2o
Switzerland,1991,2845.87650413461,n2o
Switzerland,1990,2852.38191614305,n2o
Turkey,2014,23282.7086735293,n2o
Turkey,2013,23210.8198928928,n2o
Turkey,2012,21116.024161751,n2o
Turkey,2011,19525.8829179841,n2o
Turkey,2010,19620.8926523798,n2o
Turkey,2009,19676.21924584,n2o
Turkey,2008,17303.5429175344,n2o
Turkey,2007,19094.9833270339,n2o
Turkey,2006,20235.4954904051,n2o
Turkey,2005,18983.9638743038,n2o
Turkey,2004,18581.6718379056,n2o
Turkey,2003,17727.1085441596,n2o
Turkey,2002,17074.6520440149,n2o
Turkey,2001,16167.4769157262,n2o
Turkey,2000,18425.07589079,n2o
Turkey,1999,18901.0710520283,n2o
Turkey,1998,18699.0901758212,n2o
Turkey,1997,16932.2860233069,n2o
Turkey,1996,16720.6012107675,n2o
Turkey,1995,15753.1820234927,n2o
Turkey,1994,15275.7660552847,n2o
Turkey,1993,17842.7146185912,n2o
Turkey,1992,16784.4157720553,n2o
Turkey,1991,16096.6004230335,n2o
Turkey,1990,16509.556832399,n2o
Ukraine,2014,35593.6514959441,n2o
Ukraine,2013,36186.9397478675,n2o
Ukraine,2012,32120.1900686189,n2o
Ukraine,2011,33679.8495461359,n2o
Ukraine,2010,27932.3022117132,n2o
Ukraine,2009,27242.4765114103,n2o
Ukraine,2008,30113.6714330642,n2o
Ukraine,2007,25013.6911041316,n2o
Ukraine,2006,25843.8339575055,n2o
Ukraine,2005,25551.9712147291,n2o
Ukraine,2004,25582.4005362556,n2o
Ukraine,2003,22992.9278289747,n2o
Ukraine,2002,26117.1090953661,n2o
Ukraine,2001,26207.4062180618,n2o
Ukraine,2000,23882.9278499039,n2o
Ukraine,1999,25236.4015179279,n2o
Ukraine,1998,27209.7053339003,n2o
Ukraine,1997,31276.3396938599,n2o
Ukraine,1996,30733.5960750165,n2o
Ukraine,1995,35441.4642766932,n2o
Ukraine,1994,38303.1179607991,n2o
Ukraine,1993,44318.9838082892,n2o
Ukraine,1992,47202.1730832462,n2o
Ukraine,1991,50452.2474149041,n2o
Ukraine,1990,55370.6464880769,n2o
England,2014,21645.8969237383,n2o
England,2013,21072.6912470736,n2o
England,2012,20963.789246548,n2o
England,2011,21105.7667727239,n2o
England,2010,22186.5355473653,n2o
England,2009,21832.3157507541,n2o
England,2008,23498.438215654,n2o
England,2007,24065.9985646217,n2o
England,2006,24281.1772047649,n2o
England,2005,25147.506206399,n2o
England,2004,26133.0607027417,n2o
England,2003,25481.894253248,n2o
England,2002,25713.4574982157,n2o
England,2001,27504.5774206487,n2o
England,2000,29046.5810460173,n2o
England,1999,29354.6780165537,n2o
England,1998,39255.2488547047,n2o
England,1997,39228.8361032313,n2o
England,1996,39088.8145912308,n2o
England,1995,39375.0314234218,n2o
England,1994,40712.4165016133,n2o
England,1993,40434.659968833,n2o
England,1992,44530.6465906768,n2o
England,1991,48970.20797471,n2o
England,1990,48778.6072992288,n2o
USA,2014,403501.457115005,n2o
USA,2013,403349.746652267,n2o
USA,2012,409285.583751925,n2o
USA,2011,416521.779163033,n2o
USA,2010,410314.239467985,n2o
USA,2009,399500.487260924,n2o
USA,2008,396777.08976209,n2o
USA,2007,418985.162536219,n2o
USA,2006,410066.190856612,n2o
USA,2005,397551.720143459,n2o
USA,2004,428554.171577754,n2o
USA,2003,401775.306209104,n2o
USA,2002,400917.901725168,n2o
USA,2001,399324.424487961,n2o
USA,2000,401400.224007895,n2o
USA,1999,401147.407632087,n2o
USA,1998,433872.649154321,n2o
USA,1997,412317.983332985,n2o
USA,1996,428923.512030529,n2o
USA,1995,420585.748575647,n2o
USA,1994,402478.930460366,n2o
USA,1993,420503.190939675,n2o
USA,1992,404052.107073036,n2o
USA,1991,396113.656867143,n2o
USA,1990,406228.526625645,n2o
Australia,2014,129.605353985928,sf6
Australia,2013,128.94460365186,sf6
Australia,2012,127.552168127148,sf6
Australia,2011,125.001944761548,sf6
Australia,2010,121.031653711284,sf6
Australia,2009,119.451096104772,sf6
Australia,2008,151.109712677652,sf6
Australia,2007,162.21841079664,sf6
Australia,2006,172.51388695254,sf6
Australia,2005,182.064018996168,sf6
Australia,2004,207.75946142286,sf6
Australia,2003,206.28774561822,sf6
Australia,2002,202.483414806024,sf6
Australia,2001,196.53435962778,sf6
Australia,2000,190.65193539366,sf6
Australia,1999,196.067201001804,sf6
Australia,1998,223.318513462452,sf6
Australia,1997,248.476247527092,sf6
Australia,1996,269.652210274296,sf6
Australia,1995,302.30798300106,sf6
Australia,1994,282.640896062112,sf6
Australia,1993,264.759156257172,sf6
Australia,1992,246.858848754444,sf6
Australia,1991,228.944833597368,sf6
Australia,1990,211.018511442384,sf6
Austria,2014,312.959664632664,sf6
Austria,2013,304.869004501608,sf6
Austria,2012,311.879243598348,sf6
Austria,2011,307.348685361924,sf6
Austria,2010,335.87064445278,sf6
Austria,2009,341.678631780648,sf6
Austria,2008,373.434481907496,sf6
Austria,2007,367.006656851244,sf6
Austria,2006,453.462446283864,sf6
Austria,2005,493.62501427176,sf6
Austria,2004,484.006603106436,sf6
Austria,2003,549.44274524346,sf6
Austria,2002,613.300884015108,sf6
Austria,2001,629.325706574268,sf6
Austria,2000,574.528063982544,sf6
Austria,1999,676.368455025876,sf6
Austria,1998,869.88236663436,sf6
Austria,1997,1086.39697412542,sf6
Austria,1996,1176.89967521624,sf6
Austria,1995,1100.10771326827,sf6
Austria,1994,926.173535760612,sf6
Austria,1993,744.00313185318,sf6
Austria,1992,656.27178714552,sf6
Austria,1991,614.14044243786,sf6
Austria,1990,470.6083777302,sf6
Belarus,2014,2.426946,sf6
Belarus,2013,2.5108728,sf6
Belarus,2012,2.460006,sf6
Belarus,2011,2.303598,sf6
Belarus,2010,2.097258,sf6
Belarus,2009,1.4529414,sf6
Belarus,2008,1.25343,sf6
Belarus,2007,0.541386,sf6
Belarus,2006,0.445968,sf6
Belarus,2005,0.3534,sf6
Belarus,2004,0.244644,sf6
Belarus,2003,0.16473,sf6
Belarus,2002,0.118104,sf6
Belarus,2001,0.11058,sf6
Belarus,2000,0.0969,sf6
Belarus,1999,0.088692,sf6
Belarus,1998,0.066234,sf6
Belarus,1997,0.057342,sf6
Belarus,1996,0.011172,sf6
Belarus,1995,0.00171,sf6
Belgium,2014,95.218302166452,sf6
Belgium,2013,115.75442105304,sf6
Belgium,2012,110.428737472536,sf6
Belgium,2011,112.090345100676,sf6
Belgium,2010,102.026113985556,sf6
Belgium,2009,93.308721316284,sf6
Belgium,2008,86.883367131372,sf6
Belgium,2007,78.86347062,sf6
Belgium,2006,76.550394448644,sf6
Belgium,2005,90.687598278384,sf6
Belgium,2004,90.197697826608,sf6
Belgium,2003,101.928296529972,sf6
Belgium,2002,116.170836594324,sf6
Belgium,2001,139.21999334976,sf6
Belgium,2000,144.063813895272,sf6
Belgium,1999,153.662106212916,sf6
Belgium,1998,295.948628729232,sf6
Belgium,1997,538.848666822564,sf6
Belgium,1996,2059.62390688042,sf6
Belgium,1995,2139.73317111443,sf6
Belgium,1994,1930.80644601222,sf6
Belgium,1993,1588.53284601222,sf6
Belgium,1992,1652.69204601222,sf6
Belgium,1991,1492.84124601222,sf6
Belgium,1990,1575.10364601222,sf6
Bulgaria,2014,15.616100354844,sf6
Bulgaria,2013,19.721565841944,sf6
Bulgaria,2012,19.294034021352,sf6
Bulgaria,2011,14.1887652306,sf6
Bulgaria,2010,12.467812445988,sf6
Bulgaria,2009,9.51519974388,sf6
Bulgaria,2008,9.158036327088,sf6
Bulgaria,2007,8.81427942954,sf6
Bulgaria,2006,8.483425822404,sf6
Bulgaria,2005,8.164991166876,sf6
Bulgaria,2004,8.133666290652,sf6
Bulgaria,2003,7.687775322048,sf6
Bulgaria,2002,7.266328281552,sf6
Bulgaria,2001,6.867985143396,sf6
Bulgaria,2000,6.491479341588,sf6
Bulgaria,1999,6.135613744344,sf6
Bulgaria,1998,5.799256847172,sf6
Bulgaria,1997,5.481339175032,sf6
Bulgaria,1996,5.180849881944,sf6
Bulgaria,1995,4.896833536644,sf6
Bulgaria,1994,4.628387085852,sf6
Bulgaria,1993,4.374656980788,sf6
Bulgaria,1992,4.134836465796,sf6
Bulgaria,1991,3.908163011292,sf6
Bulgaria,1990,3.693915889668,sf6
Canada,2014,362.631619252044,sf6
Canada,2013,437.98115496006,sf6
Canada,2012,439.633086776184,sf6
Canada,2011,395.178348331044,sf6
Canada,2010,440.421343627104,sf6
Canada,2009,373.869079293732,sf6
Canada,2008,644.345044990212,sf6
Canada,2007,726.19307674164,sf6
Canada,2006,1526.73967628596,sf6
Canada,2005,1417.36185603715,sf6
Canada,2004,2339.90561570986,sf6
Canada,2003,2651.43503415668,sf6
Canada,2002,3015.81387045521,sf6
Canada,2001,2557.10564303854,sf6
Canada,2000,2902.96349562637,sf6
Canada,1999,2410.10293358714,sf6
Canada,1998,2357.48585480026,sf6
Canada,1997,1827.63430976918,sf6
Canada,1996,1768.64860412124,sf6
Canada,1995,2275.1600333752,sf6
Canada,1994,2441.74421815087,sf6
Canada,1993,2373.5474573055,sf6
